Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Price range,Aggregate rating,Rating color,Rating text,Votes
3446,Giani,1,?,GF-11; Central Plaza Mall; Golf Course Road; Gurgaon,?,Central Plaza Mall; Golf Course Road; Gurgaon,77.1009167,?,?,?,?,?,?,?,?,?
300100,?,?,?,?,?,Central Plaza Mall; Golf Course Road; Gurgaon,?,?,Italian; Pizza; Lebanese,900,?,2,?,Orange,Average,?
8597,?,?,Gurgaon,2; Central Plaza Mall; Golf Course Road; Gurgaon,Central Plaza Mall; Golf Course Road,?,77.1010965,28.4426964,?,?,?,2,3.4,?,?,225
3449,Subway,?,?,G-6; Central Plaza Mall; Golf Course Road; Gurgaon,?,?,?,28.4430378,American; Fast Food; Salad; Healthy Food,?,?,2,?,?,Average,?
303749,Asian Bistro,1,?,?,?,Central Plaza Mall; Golf Course Road; Gurgaon,77.1008268,?,?,1600,?,?,?,Yellow,Good,?
18349898,BBQ Factory,1,?,?,Central Plaza Mall; Golf Course Road,Central Plaza Mall; Golf Course Road; Gurgaon,?,28.442717,North Indian,1400,?,?,3.9,?,Good,?
18349892,?,?,?,?,Central Plaza Mall; Golf Course Road,?,77.1005772,28.443403,North Indian; Fast Food,?,?,?,3.6,Yellow,Good,?
18425752,?,1,?,13 & 28; Central Plaza; Golf Course Road; Gurgaon,?,Central Plaza Mall; Golf Course Road; Gurgaon,77.1007871,28.4431891,?,400,Indian Rupees(Rs.),?,?,Green,?,?
7507,?,?,Gurgaon,Country Inn & Suites by Carlson; Sector 29; Gurgaon,Country Inn & Suites by Carlson; Gurgaon,?,77.0676442,?,?,1500,Indian Rupees(Rs.),3,?,Yellow,Good,?
300490,?,1,Gurgaon,?,?,?,?,28.468336,?,1000,?,3,3,?,?,?
300488,?,1,Gurgaon,Country Inn & Suites by Carlson; Old Delhi Gurgaon Road; Sector 12; Gurgaon,?,?,77.037781,28.4684343,Continental; North Indian; Chinese,?,?,?,3.5,Yellow,?,?
18306521,Big Shot Bar - Country Inn & Suites,1,?,?,?,Country Inn & Suites By Carlson; Udyog Vihar; Gurgaon,77.0918351,28.5092246,Chinese; Italian; North Indian,2200,Indian Rupees(Rs.),?,3.5,?,?,?
309090,?,?,?,Country Inn & Suites By Carlson; 10th KM Stone; Bhondsi; Sohna Road; Gurgaon,Country Inn & Suites; Sohna Road,?,?,?,North Indian; Chinese; Italian; Continental,?,Indian Rupees(Rs.),3,?,Orange,?,19
18441709,?,1,?,Courtyard by Marriott; Plot 27 B; Sushant Lok 1; Sushant Lok; Gurgaon,?,?,?,?,?,2700,Indian Rupees(Rs.),4,3.2,Orange,Average,?
18441707,?,1,?,?,Courtyard by Marriott; Sushant Lok,?,77.080367,?,Chinese; North Indian; Italian,?,Indian Rupees(Rs.),?,0,White,?,3
304832,?,?,Gurgaon,?,Cross Point Mall; DLF Phase 4,?,?,28.46836827,Cafe; Belgian,1700,?,?,?,Yellow,?,231
311297,?,?,?,?,Cross Point Mall; DLF Phase 4,Cross Point Mall; DLF Phase 4; Gurgaon,77.0832475,?,?,?,Indian Rupees(Rs.),?,3.7,Yellow,Good,364
303858,?,?,?,1st Floor; Cross Point Mall; DLF Phase 4; Gurgaon,Cross Point Mall; DLF Phase 4,Cross Point Mall; DLF Phase 4; Gurgaon,?,28.4683973,Finger Food; Continental; Italian,1700,?,?,3.7,?,?,?
302288,Tughlaq,?,Gurgaon,?,?,Cross Point Mall; DLF Phase 4; Gurgaon,?,?,?,1000,?,3,3.5,?,Good,?
18233573,Big Wong XL,?,?,116; 117; & 130; 1st Floor; Cross Point Mall; DLF Phase 4; Gurgaon,Cross Point Mall; DLF Phase 4,?,77.0834723,28.4681716,?,?,?,?,?,?,Very Good,162
309015,Bunker,1,Gurgaon,Shop 204-206; Cross Point Mall; DLF Phase 4; Gurgaon,?,?,77.0831126,?,Continental; North Indian; Chinese; Italian,1300,?,?,4.2,?,?,?
18382344,Culture Cafe,?,?,?,?,?,77.0837421,?,?,1500,?,?,4.2,Green,?,?
18254537,Nowhere Terrace Brewpub Cafe,?,Gurgaon,?,?,Cross Point Mall; DLF Phase 4; Gurgaon,?,?,?,?,Indian Rupees(Rs.),3,?,?,?,?
4358,?,?,Gurgaon,?,?,?,77.0600891,28.4684326,North Indian; Continental; Chinese,?,?,4,?,Yellow,Good,?
2443,?,?,?,Crowne Plaza; National Highway 8; Sector 29; Gurgaon,?,?,?,?,South American,5000,Indian Rupees(Rs.),4,?,?,Good,?
270,Isabella,?,Gurgaon,?,?,?,77.0928243,28.4937229,?,700,Indian Rupees(Rs.),2,2.8,?,?,?
309252,Fatburger,1,Gurgaon,?,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,77.0882416,?,American; Mexican,?,?,3,?,?,Average,?
18303709,Burma Burma,?,?,?,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,?,?,Asian; Burmese,?,Indian Rupees(Rs.),?,4.6,Dark Green,?,?
18409224,Pier 38,?,Gurgaon,?,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,?,28.4950691,?,?,?,?,?,?,Excellent,177
18277179,Yum Yum Cha,1,?,?,?,Cyber Hub; DLF Cyber City; Gurgaon,?,?,?,?,?,?,?,Dark Green,Excellent,?
308570,?,?,Gurgaon,Shop 15; Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,77.0889781,28.4955391,?,1200,?,?,?,?,?,?
308263,Au Bon Pain,?,Gurgaon,?,?,Cyber Hub; DLF Cyber City; Gurgaon,?,?,Cafe; Bakery,600,Indian Rupees(Rs.),?,?,?,Good,?
306133,?,?,Gurgaon,?,Cyber Hub; DLF Cyber City,?,?,28.4952975,Pizza; Italian,2500,?,4,?,Yellow,?,?
306142,?,?,Gurgaon,K-5; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,77.0888677,28.4952251,Tea; Fast Food,?,Indian Rupees(Rs.),1,3.7,?,?,?
308609,Cherry Comet,1,?,K-5/A; Near Building 8-B Entrance; Cyber hub; DLF Cyber City; Gurgaon,?,?,?,?,?,?,?,1,3.6,Yellow,?,455
18383453,?,?,Gurgaon,?,?,?,?,?,North Indian; Chinese; Italian,1250,?,3,3.9,Yellow,Good,230
305478,?,?,Gurgaon,?,Cyber Hub; DLF Cyber City,?,?,28.4951674,?,?,Indian Rupees(Rs.),2,3.8,Yellow,Good,?
308357,?,1,?,103; 1st Floor; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,?,28.4947742,Steak; American,?,Indian Rupees(Rs.),?,?,Yellow,?,?
306128,?,1,Gurgaon,?,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,?,28.4951096,?,1500,Indian Rupees(Rs.),?,?,Yellow,Good,?
308020,?,1,Gurgaon,K-4/A; Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,?,?,?,?,Indian Rupees(Rs.),1,?,?,?,?
309883,?,1,Gurgaon,Shop 108; 1st Floor; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,?,28.4951096,North Indian,?,?,3,?,?,Good,?
306132,?,1,Gurgaon,?,?,?,77.0886879,?,Bengali; Seafood,1700,Indian Rupees(Rs.),?,?,?,Good,?
306956,?,?,Gurgaon,?,Cyber Hub; DLF Cyber City,?,77.0878786,28.4945922,?,2000,?,?,3.9,?,?,?
305862,?,1,?,?,?,?,77.0886429,28.4950691,?,?,?,?,3.9,Yellow,Good,?
307309,?,?,Gurgaon,?,?,Cyber Hub; DLF Cyber City; Gurgaon,77.0883732,28.4953121,?,2000,Indian Rupees(Rs.),4,?,Yellow,Good,?
306131,?,?,Gurgaon,K-4B; Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,?,28.4952079,?,?,Indian Rupees(Rs.),2,3.6,Yellow,Good,365
306127,Rred Hot Asian Bistro,1,Gurgaon,?,?,?,?,?,?,?,Indian Rupees(Rs.),?,3.5,Yellow,?,384
313149,Smaaash,?,Gurgaon,?,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,?,?,North Indian; Thai; Continental,?,?,?,3.9,Yellow,?,?
306001,Starbucks,?,?,Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,?,?,?,28.4956457,?,700,Indian Rupees(Rs.),?,3.9,?,Good,560
308016,Sutra Gastropub,?,?,201-202; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,77.0883282,28.4948147,Mediterranean; European; American; North Indian,2300,?,?,?,?,?,?
18336509,Taco Bell,1,?,?,?,?,77.0883113,?,?,550,?,?,3.8,?,?,?
18336176,?,?,Gurgaon,?,Cyber Hub; DLF Cyber City,?,77.0887778,28.4949476,?,1700,Indian Rupees(Rs.),?,3.7,Yellow,?,?
18383472,?,1,?,Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,?,?,?,?,Bakery; Cafe,?,Indian Rupees(Rs.),?,?,Yellow,Good,227
18292448,Wendy's,?,?,2-A; UGF/A; Ground Floor; Building 10; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,?,28.4949162,Burger; Fast Food,400,?,?,3.9,?,?,296
306134,The Wine Company,1,?,?,?,Cyber Hub; DLF Cyber City; Gurgaon,77.0890476,?,?,2000,?,?,2.4,?,Poor,2412
306946,Cafe Delhi Heights,?,Gurgaon,Shop 10; Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,?,Cyber Hub; DLF Cyber City; Gurgaon,?,28.4952079,?,2000,Indian Rupees(Rs.),?,4,Green,?,?
18289242,Cyber Hub Social,1,?,?,Cyber Hub; DLF Cyber City,?,?,28.4939356,Continental; American; Asian; North Indian,?,?,?,?,Green,Very Good,716
18277030,?,1,?,Building 10; Tower B;  Cyber Hub; DLF Cyber City; Gurgaon,?,?,?,28.49427139,Cafe; Bakery; Desserts,?,Indian Rupees(Rs.),2,?,Green,Very Good,?
306153,Dhaba By Claridges,1,Gurgaon,?,?,?,77.0886879,?,North Indian,?,?,?,4,Green,?,?
308022,?,1,?,?,?,Cyber Hub; DLF Cyber City; Gurgaon,77.0886879,28.4952079,?,?,Indian Rupees(Rs.),?,4.3,Green,?,?
305905,?,1,?,Unit 4/5/104/105; R Block; Cyber Hub; DLF Cyber City; Gurgaon,?,?,77.088508,28.4949217,?,2500,?,?,4.1,Green,?,1949
18245277,?,1,?,Unit 2A; Building 10; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,77.0882383,?,?,?,?,2,4,?,Very Good,?
305670,?,?,?,?,Cyber Hub; DLF Cyber City,Cyber Hub; DLF Cyber City; Gurgaon,?,?,?,1500,Indian Rupees(Rs.),3,4,?,?,1595
305815,?,1,Gurgaon,?,?,?,77.0888677,28.4954941,?,?,?,3,4,?,?,?
18208920,?,1,Gurgaon,?,Cyber Hub; DLF Cyber City,?,77.0880651,?,?,?,?,?,?,?,Very Good,?
306046,?,1,Gurgaon,3; Ground Floor; Cyber Hub; DLF Cyber City; Gurgaon,Cyber Hub; DLF Cyber City,?,?,28.494832,?,?,Indian Rupees(Rs.),3,?,Green,?,?
18381226,The Grill Mill,1,?,?,?,Cyber Hub; DLF Cyber City; Gurgaon,?,28.4940704,?,1500,Indian Rupees(Rs.),?,?,?,Very Good,209
4992,?,?,?,Near DLF Phase 2 Rapid Metro Station; DLF Cyber City; Gurgaon,?,?,?,?,North Indian; Continental,1200,?,3,?,?,Average,?
300749,?,?,Gurgaon,Ground Floor; Tower B Atrium; Building 5; Near Indian Oil Petrol Pump; DLF Cyber City; Gurgaon,DLF Cyber City,DLF Cyber City; Gurgaon,?,28.4897992,?,400,?,1,?,?,Good,?
278,Nooba,?,Gurgaon,?,DLF Cyber City,?,77.0875639,?,?,1500,Indian Rupees(Rs.),3,3.8,?,?,?
225,?,?,?,?,?,DLF Cyber City; Gurgaon,77.0890476,?,?,700,Indian Rupees(Rs.),2,?,Red,?,125
18337929,?,?,?,UGF/B/2C; Building 10B; DLF Cyber Hub; Gurgaon; DLF Cyber City; Gurgaon,DLF Cyber City,?,?,28.4940166,European; Continental,?,Indian Rupees(Rs.),3,?,?,Very Good,?
5960,?,?,Gurgaon,?,DLF Galleria; DLF Phase 4,?,77.0822133,28.4671541,Finger Food,1700,?,?,?,?,Average,294
1664,?,?,Gurgaon,?,?,?,77.0817637,28.4672902,North Indian; Chinese; Fast Food,700,?,2,?,?,Average,129
157,?,1,?,?,DLF Galleria; DLF Phase 4,DLF Galleria; DLF Phase 4; Gurgaon,?,28.4676142,American; Fast Food; Salad; Healthy Food,?,Indian Rupees(Rs.),?,?,Orange,?,?
18235155,?,?,Gurgaon,?,DLF Galleria; DLF Phase 4,DLF Galleria; DLF Phase 4; Gurgaon,77.0823032,?,Burger; Fast Food,300,?,?,3.8,?,?,74
310211,?,1,Gurgaon,?,DLF Galleria; DLF Phase 4,DLF Galleria; DLF Phase 4; Gurgaon,77.0821234,?,?,?,?,?,3.7,Yellow,Good,217
3346,?,1,Gurgaon,SF 89-81; 1st Floor; DLF Galleria; DLF Phase 4; Gurgaon,?,DLF Galleria; DLF Phase 4; Gurgaon,?,?,North Indian; Mughlai,700,?,?,3.8,?,Good,?
310854,?,1,?,?,DLF Galleria; DLF Phase 4,?,?,?,?,350,Indian Rupees(Rs.),?,3.8,Yellow,Good,?
18247015,?,?,?,?,DLF Galleria; DLF Phase 4,?,77.0818119,?,?,?,?,2,3.9,?,Good,?
309387,?,1,Gurgaon,SF-008; DLF Galleria; DLF Phase 4; Gurgaon,?,DLF Galleria; DLF Phase 4; Gurgaon,?,?,Pizza; Fast Food,?,?,?,?,?,?,?
7418,?,?,Gurgaon,?,?,?,?,28.4671309,?,400,Indian Rupees(Rs.),?,3.8,?,Good,196
1455,?,?,Gurgaon,?,?,?,77.081314,28.4670676,?,800,Indian Rupees(Rs.),?,3.5,Yellow,Good,173
18241867,Le Marche Sugar & Spice Cafe,?,Gurgaon,105; Ground Floor; DLF Galleria Market; DLF Phase 4; Gurgaon,?,DLF Galleria; DLF Phase 4; Gurgaon,?,28.4675073,Cafe; Italian; Fast Food,700,Indian Rupees(Rs.),2,?,?,?,?
308889,?,1,?,SF-35; 1st Floor; DLF Galleria Market; DLF Phase 4; Gurgaon,?,?,77.0819435,28.4671282,?,500,Indian Rupees(Rs.),2,?,?,?,?
4620,?,1,?,SG-84 & 85; DLF Galleria; DLF Phase 4; Gurgaon,?,?,?,?,Bakery; Fast Food,?,Indian Rupees(Rs.),2,?,?,?,88
18322666,?,?,?,?,DLF Galleria; DLF Phase 4,DLF Galleria; DLF Phase 4; Gurgaon,77.0819435,28.4674868,Beverages; Salad,?,?,1,?,Green,?,?
311718,?,1,?,SF-12; 1st Floor; DLF Galleria Market; DLF Phase 4; Gurgaon,?,?,77.0823032,28.4674317,?,800,?,?,?,?,?,169
18255106,?,?,?,106; DLF Galleria; DLF Phase 4; Gurgaon,?,?,77.0812241,28.4675073,Finger Food; North Indian; Italian; European; Continental,?,?,4,4.1,Green,Very Good,230
4876,Barista,?,Gurgaon,?,DLF Mega Mall; DLF Phase 1,DLF Mega Mall; DLF Phase 1; Gurgaon,?,?,?,650,?,2,?,Orange,?,?
631,?,1,?,?,?,DLF Mega Mall; DLF Phase 1; Gurgaon,?,28.47548941,?,?,?,?,2.6,Orange,Average,27
226,Domino's Pizza,?,?,?,?,?,?,28.47577587,Pizza; Fast Food,?,?,?,2.8,Orange,?,30
8805,?,?,?,7; Food Court; 3rd Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,DLF Mega Mall; DLF Phase 1,?,77.09323503,28.47573225,?,?,Indian Rupees(Rs.),?,?,Orange,Average,49
3540,McDonald's,?,?,314-315; Food Court; 3rd Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,DLF Mega Mall; DLF Phase 1,DLF Mega Mall; DLF Phase 1; Gurgaon,77.09302582,?,?,500,?,?,?,?,?,30
311579,Parantha Gurus,1,?,?,?,DLF Mega Mall; DLF Phase 1; Gurgaon,?,28.47574493,?,?,?,?,3.3,?,Average,?
303709,?,1,Gurgaon,Ground Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,?,?,77.09333964,?,Italian; Pizza; Fast Food,800,?,2,?,?,Average,?
18391156,?,?,?,?,?,DLF Mega Mall; DLF Phase 1; Gurgaon,77.09336612,?,Bakery; Desserts; Fast Food,300,?,1,?,Orange,Average,?
301319,?,1,?,Lower Ground Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,?,DLF Mega Mall; DLF Phase 1; Gurgaon,?,?,Bakery; Desserts; Beverages,?,?,?,?,?,Average,?
158,?,?,Gurgaon,?,?,?,?,28.47568922,?,500,?,2,3.1,Orange,?,?
1360,?,?,?,Food Court; 3rd Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,?,?,?,?,?,600,?,2,?,Orange,Average,69
310737,?,?,Gurgaon,?,?,?,?,?,North Indian; Continental; Chinese; Japanese; Italian; Thai,?,Indian Rupees(Rs.),4,?,?,Good,?
4762,Wai Yu Mun Ching,?,?,?,DLF Mega Mall; DLF Phase 1,?,?,28.47567184,?,800,?,?,?,?,Good,?
311736,Baskin Robbins,?,?,Ground Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,?,?,77.0930171,28.4757632,Ice Cream,?,?,?,0,?,Not rated,3
311116,?,1,Gurgaon,MS-44; Upper Ground Floor; DLF Mega Mall; DLF Phase 1; Gurgaon,?,?,?,28.47650794,American; Fast Food; Burger,?,?,2,?,?,Poor,?
3483,?,?,?,DLF Phase 1; Gurgaon,DLF Phase 1,?,77.1002873,28.4778552,?,?,Indian Rupees(Rs.),2,3.4,?,?,?
18308025,?,?,Gurgaon,?,DLF Phase 1,?,?,?,?,150,Indian Rupees(Rs.),1,3.1,Orange,?,9
307272,?,1,?,?,?,DLF Phase 1; Gurgaon,?,?,North Indian; Chinese; Fast Food,?,?,2,3.2,Orange,Average,?
18025115,?,1,Gurgaon,?,?,?,77.0997478,28.4660588,Bakery,200,?,?,2.9,Orange,Average,?
18454285,GenY Cuisines,1,Gurgaon,?,?,?,77.0922847,28.4733215,?,250,Indian Rupees(Rs.),?,?,?,?,?
1687,?,?,Gurgaon,A-55/12; Behind DT Mega Mall; DLF Phase 1; Gurgaon,DLF Phase 1,?,?,?,North Indian; Mughlai,600,Indian Rupees(Rs.),?,2.9,Orange,Average,?
308605,Kangri,?,Gurgaon,A Block; DLF Phase 1; Gurgaon,DLF Phase 1,DLF Phase 1; Gurgaon,?,28.46121389,?,?,Indian Rupees(Rs.),?,3.4,?,?,?
18422652,?,?,Gurgaon,?,DLF Phase 1,?,?,?,Mughlai,?,Indian Rupees(Rs.),?,3.2,Orange,Average,?
18131568,Masala Ville,?,?,?,?,?,77.0984902,28.471636,North Indian; Mughlai,650,Indian Rupees(Rs.),2,3.2,?,?,15
18034048,Night Food Xprs,?,Gurgaon,DLF Phase 1; Gurgaon,DLF Phase 1,?,?,28.4693415,Chinese; North Indian,?,Indian Rupees(Rs.),2,?,?,?,12
18138457,Roti Boti,1,?,?,DLF Phase 1,?,?,28.481301,?,700,?,2,?,?,Average,35
313272,?,?,Gurgaon,?,DLF Phase 1,?,77.0948286,28.48187686,?,?,?,1,?,Orange,?,4
9778,Subway,1,?,?,?,?,77.0997478,?,American; Fast Food; Salad; Healthy Food,?,?,2,?,?,?,?
312523,The Rolling Pin Bakery,?,Gurgaon,?,?,?,77.0983092,28.4679828,Bakery,500,?,?,?,?,?,?
18424575,?,?,Gurgaon,DLF Phase 1; Gurgaon,?,?,?,?,?,600,Indian Rupees(Rs.),?,?,?,Average,7
18204463,?,1,Gurgaon,?,?,?,?,?,?,500,?,2,?,Dark Green,?,395
307627,?,?,Gurgaon,16/6; H Block; DLF Phase 1; Gurgaon,?,DLF Phase 1; Gurgaon,77.1003687,?,Chinese; Thai; Asian; Malaysian; Vietnamese; Japanese,?,?,3,?,Yellow,Good,360
301302,?,?,?,Behind DT Mega Mall; DLF Phase 1; Gurgaon,DLF Phase 1,?,?,28.4733215,Bakery; Desserts,200,?,?,?,?,?,326
312995,Biryani By Kilo,1,?,H-16/6; Ground Floor; DLF Phase 1; Gurgaon,DLF Phase 1,?,?,?,?,700,?,?,3.9,?,Good,403
308577,Captain Grub,?,Gurgaon,?,?,DLF Phase 1; Gurgaon,?,?,?,1000,Indian Rupees(Rs.),?,?,?,?,?
313376,Pita Pit,?,?,DLF Phase 1; Gurgaon,DLF Phase 1,?,?,?,?,600,Indian Rupees(Rs.),?,3.5,Yellow,Good,?
312536,Rawleaf,1,?,DLF Phase 1; Gurgaon,?,DLF Phase 1; Gurgaon,77.0957016,?,?,?,?,2,?,Yellow,Good,?
310385,Sushi Haus,1,?,16/6; H Block; DLF Phase 1; Gurgaon,DLF Phase 1,DLF Phase 1; Gurgaon,77.1003772,?,Japanese; Sushi,?,?,3,?,?,?,124
18464003,Eggzellent,1,?,?,?,DLF Phase 1; Gurgaon,?,28.47773187,Fast Food,250,?,1,?,White,?,?
18349915,High On Tea,1,?,?,?,?,?,28.47580623,?,?,?,1,?,?,Not rated,3
18299228,Sona Bridge Hotel,?,Gurgaon,F-9/14; DLF Phase 1; Gurgaon,?,DLF Phase 1; Gurgaon,77.1,28.47,?,?,?,?,0,?,?,2
18034074,?,1,?,Shopping Mall; Arjun Marg; DLF Phase 1; Gurgaon,?,?,77.0988037,28.4661923,Fast Food; Chinese,?,Indian Rupees(Rs.),?,?,?,Not rated,?
311080,Angrezee Choupal,1,Gurgaon,?,?,DLF Phase 2; Gurgaon,77.0860801,?,?,?,Indian Rupees(Rs.),2,?,?,Good,?
18462603,?,?,Gurgaon,?,?,DLF Phase 2; Gurgaon,77.0860056,?,?,400,Indian Rupees(Rs.),?,?,?,Not rated,?
18481295,Chefoncalls,1,?,?,?,?,?,0,North Indian,?,Indian Rupees(Rs.),?,?,?,Not rated,?
18472765,Corp Kitchen,1,?,?,DLF Phase 2,?,?,28.48211622,?,?,?,2,0,?,Not rated,0
18499452,?,1,Gurgaon,DLF Phase 2; Gurgaon,DLF Phase 2,DLF Phase 2; Gurgaon,?,?,Healthy Food,200,?,?,0,?,?,?
18500652,?,?,?,A 201; Belvedere Towers; DLF Phase 2; Gurgaon,?,?,0,?,North Indian,400,Indian Rupees(Rs.),?,?,?,Not rated,0
18361580,Pao King,?,?,?,DLF Phase 2,DLF Phase 2; Gurgaon,?,28.4840963,?,?,?,1,?,White,?,0
18417487,Prabhat Fast Food Corner,1,?,Opposite Plot 14; Sector 18; Near DLF Phase 2; Gurgaon,DLF Phase 2,?,?,28.490311,?,?,Indian Rupees(Rs.),?,0,?,Not rated,?
18462605,Shama Chicken Corner,?,Gurgaon,?,DLF Phase 2,?,?,28.4823177,?,300,Indian Rupees(Rs.),1,0,?,?,0
18462609,Unique Food Hut,?,Gurgaon,M 9; DLF Phase 2; Gurgaon,?,?,?,?,?,?,Indian Rupees(Rs.),?,0,White,?,?
3565,A 1 - Snacks and food corner,?,?,Shop 2; U-73; DLF Phase 3; Gurgaon,DLF Phase 3,?,?,?,North Indian; Chinese; Fast Food,?,Indian Rupees(Rs.),1,?,Orange,?,16
18367364,?,1,?,?,DLF Phase 3,?,?,?,?,?,?,?,3.2,Orange,Average,?
1028,?,?,?,?,?,?,?,28.4912907,North Indian; Chinese,?,Indian Rupees(Rs.),?,3,Orange,Average,?
308673,Banke Bihari Bhojanalay,1,?,?,?,?,77.0935436,?,Mithai; Street Food; North Indian,200,Indian Rupees(Rs.),?,?,?,Average,36
18383473,Biryani 365,?,?,?,DLF Phase 3,DLF Phase 3; Gurgaon,77.0957016,?,?,?,?,2,3.2,?,?,17
18444416,Bro's Kitchenette,?,Gurgaon,67/53/54; DLF Phase 3; Gurgaon,?,DLF Phase 3; Gurgaon,?,28.48826511,Fast Food; Street Food; Beverages,?,Indian Rupees(Rs.),?,3.3,?,?,?
18161609,?,1,Gurgaon,?,DLF Phase 3,?,77.09327124,?,?,?,Indian Rupees(Rs.),?,?,Orange,?,?
611,Cafe Coffee Day,?,Gurgaon,?,?,?,?,?,Cafe,450,Indian Rupees(Rs.),?,3.2,Orange,?,26
18322677,?,1,Gurgaon,?,DLF Phase 3,?,?,28.4947415,Cafe; Street Food,400,?,?,3.2,?,?,?
18204847,?,?,?,?,DLF Phase 3,?,?,?,Bakery,600,Indian Rupees(Rs.),?,?,Orange,?,25
308044,Cake On Wheels,1,Gurgaon,?,?,?,77.1047829,?,?,?,Indian Rupees(Rs.),?,2.8,Orange,?,?
18294819,?,?,Gurgaon,?,?,?,77.0939033,28.4902409,Bakery; Desserts,?,Indian Rupees(Rs.),?,2.9,Orange,?,?
309697,?,1,Gurgaon,?,?,DLF Phase 3; Gurgaon,?,?,Bakery; Desserts,600,Indian Rupees(Rs.),?,?,?,?,?
18444353,Cakes Degree,?,Gurgaon,?,?,DLF Phase 3; Gurgaon,77.094263,28.4923373,?,?,?,1,?,Orange,?,18
304185,Chateau Garlic,?,?,DLF Phase 3; Gurgaon,DLF Phase 3,?,77.10263249,28.48750366,?,?,Indian Rupees(Rs.),2,?,Orange,?,?
18383489,?,?,Gurgaon,?,DLF Phase 3,?,77.0939932,?,?,?,?,1,3.2,?,Average,?
312022,?,?,?,?,DLF Phase 3,?,77.0922847,?,Bakery,550,Indian Rupees(Rs.),2,?,Orange,?,18
18425765,?,?,?,?,DLF Phase 3,?,77.0930322,?,?,550,Indian Rupees(Rs.),2,3.4,Orange,?,?
2827,Deepak Rasoi,?,?,?,DLF Phase 3,?,77.0951644,?,?,450,Indian Rupees(Rs.),1,?,Orange,?,22
18223957,?,1,?,Near Rapid Metro; DLF Phase 3; Gurgaon,DLF Phase 3,?,77.0937234,28.4938093,?,300,Indian Rupees(Rs.),?,3.3,?,?,14
18492107,?,?,Gurgaon,U-10/25; DLF phase 3; Gurgaon; Haryana-122001; DLF Phase 3; Gurgaon,?,DLF Phase 3; Gurgaon,0,?,Chinese; North Indian,300,Indian Rupees(Rs.),1,?,?,?,19
300074,?,?,?,Near U Block; Rapid Metro Station; DLF Phase 3; Gurgaon,?,?,77.0934537,?,?,150,Indian Rupees(Rs.),?,3.1,Orange,?,?
305096,Grandma's Kitchen,?,?,16/26; U Block; DLF Phase 3; Gurgaon,?,?,77.0936335,?,?,?,?,1,2.5,Orange,Average,?
18336206,Gurgaon Hights,?,?,?,?,DLF Phase 3; Gurgaon,?,?,North Indian,400,Indian Rupees(Rs.),1,?,?,?,19
303094,Idliss,1,Gurgaon,?,?,?,?,?,?,?,?,1,3.4,?,Average,359
306858,Indian Home Food,?,Gurgaon,?,?,DLF Phase 3; Gurgaon,?,28.4911838,?,?,?,?,2.6,?,Average,51
312562,?,?,Gurgaon,Road 9; U-9/50; DLF Phase 3; Gurgaon,DLF Phase 3,?,?,?,?,?,?,1,?,?,Average,53
307935,?,?,Gurgaon,U-1/9; DLF Phase 3; Gurgaon,DLF Phase 3,DLF Phase 3; Gurgaon,77.092692,?,?,?,Indian Rupees(Rs.),?,3.1,Orange,Average,71
302184,Megha Vaishno Dhaba,1,Gurgaon,U-21/1; Road 15; Near Mother Dairy; DLF Phase 3; Gurgaon,?,?,?,28.4949836,North Indian,?,?,1,?,?,?,33
